rowid,rowid2,hour.range,urban,Weekday.Non-Rain.Construction,Weekday.Non-Rain.Non-Construction,Weekday.Rain.Construction,Weekday.Rain.Non-Construction,Weekend.Non-Rain.Construction,Weekend.Non-Rain.Non-Construction,Weekend.Rain.Construction,Weekend.Rain.Non-Construction
47,912,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,913,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,914,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,915,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,916,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,917,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,918,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,919,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,920,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,921,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,922,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,923,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,924,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,925,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,926,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,927,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,928,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,929,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,930,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,931,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,932,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,933,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,934,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,935,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,936,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,937,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,938,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,939,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,940,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,941,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,942,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,943,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,944,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,945,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,946,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,947,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,948,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,949,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,950,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,951,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,952,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,953,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,954,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,955,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,956,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,957,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,958,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,959,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,960,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,961,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,962,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,963,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,964,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,965,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,966,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,967,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,968,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,969,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,970,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,971,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,972,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,973,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,974,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,975,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,976,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,977,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,978,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,979,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,980,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,981,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,982,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,983,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,984,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,985,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,986,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,987,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,988,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,989,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,990,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,991,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,992,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,993,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,994,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,995,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,996,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,997,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,998,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,999,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,1000,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,1001,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,1002,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,1003,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,1004,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,1005,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,1006,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,1007,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,1008,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,1009,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
47,1010,Morning,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7273,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7274,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7275,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7276,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7277,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7278,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7279,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7280,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7281,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7282,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7283,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7284,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7285,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7286,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7287,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7288,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7289,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7290,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7291,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7292,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7293,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7294,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7295,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7296,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7297,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7298,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7299,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7300,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7301,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7302,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7303,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7304,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7305,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7306,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7307,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7308,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7309,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7310,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7311,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7312,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7313,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7314,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7315,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7316,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7317,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7318,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7319,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7320,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7321,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7322,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7323,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7324,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7325,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7326,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7327,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7328,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7329,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7330,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7331,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7332,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7333,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7334,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7335,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7336,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7337,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7338,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7339,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7340,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7341,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7342,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7343,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7344,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7345,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7346,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7347,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7348,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7349,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7350,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7351,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7352,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7353,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7354,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7355,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7356,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7357,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7358,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7359,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7360,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7361,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7362,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7363,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7364,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7365,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7366,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7367,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7368,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7369,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7370,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7371,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7372,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
48,7373,Afternoon Rush,Rural,NA,NA,NA,NA,NA,NA,NA,NA
49,6869,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6870,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6871,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6872,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6873,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6874,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6875,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6876,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6877,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6878,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6879,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6880,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6881,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6882,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6883,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6884,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6885,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6886,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6887,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6888,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6889,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6890,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6891,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6892,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6893,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6894,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6895,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6896,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6897,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6898,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6899,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6900,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6901,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6902,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6903,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6904,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6905,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6906,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6907,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6908,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6909,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6910,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6911,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6912,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6913,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6914,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6915,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6916,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6917,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6918,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6919,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6920,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6921,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6922,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6923,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6924,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6925,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6926,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6927,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6928,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6929,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6930,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6931,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6932,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6933,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6934,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6935,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6936,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6937,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6938,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6939,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6940,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6941,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6942,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6943,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6944,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6945,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6946,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6947,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6948,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6949,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6950,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6951,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6952,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6953,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6954,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6955,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6956,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6957,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6958,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6959,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6960,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6961,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6962,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6963,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6964,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6965,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6966,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6967,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6968,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
49,6969,Afternoon Rush,Indianapolis,NA,NA,NA,NA,NA,NA,NA,NA
50,6970,Afternoon Rush,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
50,6971,Afternoon Rush,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
50,6972,Afternoon Rush,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
50,6973,Afternoon Rush,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
50,6974,Afternoon Rush,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
50,6975,Afternoon Rush,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
50,6976,Afternoon Rush,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
50,6977,Afternoon Rush,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
50,6978,Afternoon Rush,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
50,6979,Afternoon Rush,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
50,6980,Afternoon Rush,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
50,6981,Afternoon Rush,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
50,6982,Afternoon Rush,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
50,6983,Afternoon Rush,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
50,6984,Afternoon Rush,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
50,6985,Afternoon Rush,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
50,6986,Afternoon Rush,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
50,6987,Afternoon Rush,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
50,6988,Afternoon Rush,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
50,6989,Afternoon Rush,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
50,6990,Afternoon Rush,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
50,6991,Afternoon Rush,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
50,6992,Afternoon Rush,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
50,6993,Afternoon Rush,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
50,6994,Afternoon Rush,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
50,6995,Afternoon Rush,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
50,6996,Afternoon Rush,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
50,6997,Afternoon Rush,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
50,6998,Afternoon Rush,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
50,6999,Afternoon Rush,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
50,7000,Afternoon Rush,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
50,7001,Afternoon Rush,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
50,7002,Afternoon Rush,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
50,7003,Afternoon Rush,Louisville,NA,NA,NA,NA,NA,NA,NA,NA
